?јдр,«нчн,IP,CR,AR,DR,SP,BR,AC,PS,NZVC,јдр,«нчн
7F3,0200,7F3,0000,000,0000,000,0000,0000,004,0100
7F3,0200,7F4,0200,7F3,0200,000,07F3,0000,004,0100
7F4,EEFD,7F5,EEFD,7F2,0000,000,FFFD,0000,004,0100,7F2,0000
7F5,AF05,7F6,AF05,7F5,0005,000,0005,0005,000,0000
7F6,EEFA,7F7,EEFA,7F1,0005,000,FFFA,0005,000,0000,7F1,0005
7F7,AEF7,7F8,AEF7,7EF,07FF,000,FFF7,07FF,000,0000
7F8,EEF7,7F9,EEF7,7F0,07FF,000,FFF7,07FF,000,0000,7F0,07FF
7F9,AAF6,7FA,AAF6,7FF,0C00,000,FFF6,0C00,000,0000,7F0,0800
7FA,F201,7FB,F201,7FA,F201,000,07FA,0C00,000,0000
7FB,AAF6,7FC,AAF6,000,A000,000,FFF6,A000,008,1000,7F2,0001
7FC,87F1,7FD,87F1,7F1,0004,000,0003,A000,008,1000,7F1,0004
7FD,CEFB,7F9,CEFB,7FD,07F9,000,FFFB,A000,008,1000
7F9,AAF6,7FA,AAF6,000,A000,000,FFF6,A000,008,1000,7F0,0801
7FA,F201,7FC,F201,7FA,F201,000,0001,A000,008,1000
7FC,87F1,7FD,87F1,7F1,0003,000,0002,A000,008,1000,7F1,0003
7FD,CEFB,7F9,CEFB,7FD,07F9,000,FFFB,A000,008,1000
7F9,AAF6,7FA,AAF6,001,F000,000,FFF6,F000,008,1000,7F0,0802
7FA,F201,7FC,F201,7FA,F201,000,0001,F000,008,1000
7FC,87F1,7FD,87F1,7F1,0002,000,0001,F000,008,1000,7F1,0002
7FD,CEFB,7F9,CEFB,7FD,07F9,000,FFFB,F000,008,1000
7F9,AAF6,7FA,AAF6,002,E000,000,FFF6,E000,008,1000,7F0,0803
7FA,F201,7FC,F201,7FA,F201,000,0001,E000,008,1000
7FC,87F1,7FD,87F1,7F1,0001,000,0000,E000,008,1000,7F1,0001
7FD,CEFB,7F9,CEFB,7FD,07F9,000,FFFB,E000,008,1000
7F9,AAF6,7FA,AAF6,003,0000,000,FFF6,0000,004,0100,7F0,0804
7FA,F201,7FB,F201,7FA,F201,000,07FA,0000,004,0100
7FB,AAF6,7FC,AAF6,001,F000,000,FFF6,F000,008,1000,7F2,0002
7FC,87F1,7FE,87F1,7F1,0000,000,FFFF,F000,008,1000,7F1,0000
7FE,0100,7FF,0100,7FE,0100,000,07FE,F000,008,1000
7FF,0C00,7F0,0100,7FE,0100,000,07FE,F000,008,1000
7F0,0804,7F1,0100,7F0,0804,000,07FE,F000,008,1000
7F1,0000,7EF,0100,7F0,0804,000,07FE,F000,008,1000
7EF,07FF,7F0,0100,7EF,07FF,000,07FE,F000,008,1000
